(base) % python dtree.py pendigits_training.txt pendigits_test.txt randomized
Object Index = 0, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2674, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2675, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2676, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2677, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2678, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2679, Result = 3, True Class = 5, Accuracy = 0
Object Index = 2680, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2681, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2682, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2683, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2684, Result = 3, True Class = 7, Accuracy = 0
Object Index = 2685, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2686, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2687, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2688, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2689, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2690, Result = 3, True Class = 7, Accuracy = 0
Object Index = 2691, Result = 9, True Class = 5, Accuracy = 0
Object Index = 2692, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2693, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2694, Result = 8, True Class = 7, Accuracy = 0
Object Index = 2695, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2696, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2697, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2698, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2699, Result = 1, True Class = 7, Accuracy = 0
Object Index = 2700, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2701, Result = 1, True Class = 7, Accuracy = 0
Object Index = 2702, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2703, Result = 1, True Class = 7, Accuracy = 0
Object Index = 2704, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2705, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2706, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2707, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2708, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2709, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2710, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2711, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2712, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2713, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2714, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2715, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2716, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2717, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2718, Result = 9, True Class = 5, Accuracy = 0
Object Index = 2719, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2720, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2721, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2722, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2723, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2724, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2725, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2726, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2727, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2728, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2729, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2730, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2731, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2732, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2733, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2734, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2735, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2736, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2737, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2738, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2739, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2740, Result = 8, True Class = 6, Accuracy = 0
Object Index = 2741, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2742, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2743, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2744, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2745, Result = 3, True Class = 5, Accuracy = 0
Object Index = 2746, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2747, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2748, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2749, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2750, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2751, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2752, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2753, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2754, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2755, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2756, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2757, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2758, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2759, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2760, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2761, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2762, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2763, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2764, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2765, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2766, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2767, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2768, Result = 8, True Class = 0, Accuracy = 0
Object Index = 2769, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2770, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2771, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2772, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2773, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2774, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2775, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2776, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2777, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2778, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2779, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2780, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2781, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2782, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2783, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2784, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2785, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2786, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2787, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2788, Result = 1, True Class = 5, Accuracy = 0
Object Index = 2789, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2790, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2791, Result = 2, True Class = 7, Accuracy = 0
Object Index = 2792, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2793, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2794, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2795, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2796, Result = 1, True Class = 2, Accuracy = 0
Object Index = 2797, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2798, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2799, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2800, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2801, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2802, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2803, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2804, Result = 8, True Class = 5, Accuracy = 0
Object Index = 2805, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2806, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2807, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2808, Result = 2, True Class = 0, Accuracy = 0
Object Index = 2809, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2810, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2811, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2812, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2813, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2814, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2815, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2816, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2817, Result = 2, True Class = 4, Accuracy = 0
Object Index = 2818, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2819, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2820, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2821, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2822, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2823, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2824, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2825, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2826, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2827, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2828, Result = 2, True Class = 1, Accuracy = 0
Object Index = 2829, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2830, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2831, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2832, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2833, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2834, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2835, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2836, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2837, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2838, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2839, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2840, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2841, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2842, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2843, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2844, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2845, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2846, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2847, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2848, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2849, Result = 2, True Class = 6, Accuracy = 0
Object Index = 2850, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2851, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2852, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2853, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2854, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2855, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2856, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2857, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2858, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2859, Result = 7, True Class = 4, Accuracy = 0
Object Index = 2860, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2861, Result = 2, True Class = 7, Accuracy = 0
Object Index = 2862, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2863, Result = 5, True Class = 3, Accuracy = 0
Object Index = 2864, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2865, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2866, Result = 8, True Class = 6, Accuracy = 0
Object Index = 2867, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2868, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2869, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2870, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2871, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2872, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2873, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2874, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2875, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2876, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2877, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2878, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2879, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2880, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2881, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2882, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2883, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2884, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2885, Result = 7, True Class = 9, Accuracy = 0
Object Index = 2886, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2887, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2888, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2889, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2890, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2891, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2892, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2893, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2894, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2895, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2896, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2897, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2898, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2899, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2900, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2901, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2902, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2903, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2904, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2905, Result = 8, True Class = 0, Accuracy = 0
Object Index = 2906, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2907, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2908, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2909, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2910, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2911, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2912, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2913, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2914, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2915, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2916, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2917, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2918, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2919, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2920, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2921, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2922, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2923, Result = 2, True Class = 1, Accuracy = 0
Object Index = 2924, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2925, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2926, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2927, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2928, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2929, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2930, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2931, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2932, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2933, Result = 0, True Class = 9, Accuracy = 0
Object Index = 2934, Result = 5, True Class = 9, Accuracy = 0
Object Index = 2935, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2936, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2937, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2938, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2939, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2940, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2941, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2942, Result = 1, True Class = 7, Accuracy = 0
Object Index = 2943, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2944, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2945, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2946, Result = 5, True Class = 9, Accuracy = 0
Object Index = 2947, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2948, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2949, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2950, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2951, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2952, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2953, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2954, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2955, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2956, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2957, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2958, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2959, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2960, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2961, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2962, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2963, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2964, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2965, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2966, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2967, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2968, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2969, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2970, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2971, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2972, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2973, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2974, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2975, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2976, Result = 1, True Class = 2, Accuracy = 0
Object Index = 2977, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2978, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2979, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2980, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2981, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2982, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2983, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2984, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2985, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2986, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2987, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2988, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2989, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2990, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2991, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2992, Result = 8, True Class = 6, Accuracy = 0
Object Index = 2993, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2994, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2995, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2996, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2997, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2998, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2999, Result = 6, True Class = 6, Accuracy = 1
Object Index = 3000, Result = 0, True Class = 0, Accuracy = 1
Object Index = 3001, Result = 8, True Class = 0, Accuracy = 0
Object Index = 3002, Result = 9, True Class = 9, Accuracy = 1
Object Index = 3003, Result = 8, True Class = 8, Accuracy = 1
Object Index = 3004, Result = 4, True Class = 4, Accuracy = 1
Object Index = 3005, Result = 3, True Class = 3, Accuracy = 1
Object Index = 3006, Result = 4, True Class = 4, Accuracy = 1
Object Index = 3007, Result = 9, True Class = 9, Accuracy = 1
Object Index = 3008, Result = 1, True Class = 1, Accuracy = 1
Object Index = 3009, Result = 4, True Class = 4, Accuracy = 1
Object Index = 3010, Result = 5, True Class = 5, Accuracy = 1
Object Index = 3011, Result = 5, True Class = 5, Accuracy = 1
Object Index = 3012, Result = 8, True Class = 8, Accuracy = 1
Object Index = 3013, Result = 0, True Class = 0, Accuracy = 1
Object Index = 3014, Result = 3, True Class = 3, Accuracy = 1
Object Index = 3015, Result = 0, True Class = 0, Accuracy = 1
Object Index = 3016, Result = 6, True Class = 6, Accuracy = 1
Object Index = 3017, Result = 5, True Class = 5, Accuracy = 1
Object Index = 3018, Result = 4, True Class = 4, Accuracy = 1
Object Index = 3019, Result = 8, True Class = 8, Accuracy = 1
Object Index = 3020, Result = 4, True Class = 4, Accuracy = 1
Object Index = 3021, Result = 1, True Class = 1, Accuracy = 1
Object Index = 3022, Result = 3, True Class = 3, Accuracy = 1
Object Index = 3023, Result = 4, True Class = 4, Accuracy = 1
Object Index = 3024, Result = 6, True Class = 6, Accuracy = 1
Object Index = 3025, Result = 6, True Class = 6, Accuracy = 1
Object Index = 3026, Result = 1, True Class = 1, Accuracy = 1
Object Index = 3027, Result = 3, True Class = 3, Accuracy = 1
Object Index = 3028, Result = 9, True Class = 9, Accuracy = 1
Object Index = 3029, Result = 9, True Class = 9, Accuracy = 1
Object Index = 3030, Result = 4, True Class = 4, Accuracy = 1
Object Index = 3031, Result = 8, True Class = 8, Accuracy = 1
Object Index = 3032, Result = 0, True Class = 0, Accuracy = 1
Object Index = 3033, Result = 8, True Class = 8, Accuracy = 1
Object Index = 3034, Result = 6, True Class = 6, Accuracy = 1
Object Index = 3035, Result = 7, True Class = 7, Accuracy = 1
Object Index = 3036, Result = 9, True Class = 9, Accuracy = 1
Object Index = 3037, Result = 7, True Class = 7, Accuracy = 1
Object Index = 3038, Result = 9, True Class = 9, Accuracy = 1
Object Index = 3039, Result = 5, True Class = 5, Accuracy = 1
Object Index = 3040, Result = 3, True Class = 3, Accuracy = 1
Object Index = 3041, Result = 2, True Class = 2, Accuracy = 1
Object Index = 3042, Result = 4, True Class = 4, Accuracy = 1
Object Index = 3043, Result = 0, True Class = 0, Accuracy = 1
Object Index = 3044, Result = 6, True Class = 6, Accuracy = 1
Object Index = 3045, Result = 9, True Class = 9, Accuracy = 1
Object Index = 3046, Result = 8, True Class = 8, Accuracy = 1
Object Index = 3047, Result = 3, True Class = 3, Accuracy = 1
Object Index = 3048, Result = 9, True Class = 5, Accuracy = 0
Object Index = 3049, Result = 3, True Class = 5, Accuracy = 0
Object Index = 3050, Result = 7, True Class = 7, Accuracy = 1
Object Index = 3051, Result = 9, True Class = 9, Accuracy = 1
Object Index = 3052, Result = 8, True Class = 8, Accuracy = 1
Object Index = 3053, Result = 7, True Class = 7, Accuracy = 1
Object Index = 3054, Result = 7, True Class = 7, Accuracy = 1
Object Index = 3055, Result = 4, True Class = 4, Accuracy = 1
Object Index = 3056, Result = 8, True Class = 8, Accuracy = 1
Object Index = 3057, Result = 6, True Class = 6, Accuracy = 1
Object Index = 3058, Result = 3, True Class = 3, Accuracy = 1
Object Index = 3059, Result = 5, True Class = 5, Accuracy = 1
Object Index = 3060, Result = 3, True Class = 3, Accuracy = 1
Object Index = 3061, Result = 8, True Class = 8, Accuracy = 1
Object Index = 3062, Result = 3, True Class = 3, Accuracy = 1
Object Index = 3063, Result = 3, True Class = 3, Accuracy = 1
Object Index = 3064, Result = 5, True Class = 5, Accuracy = 1
Object Index = 3065, Result = 4, True Class = 4, Accuracy = 1
Object Index = 3066, Result = 1, True Class = 1, Accuracy = 1
Object Index = 3067, Result = 9, True Class = 9, Accuracy = 1
Object Index = 3068, Result = 0, True Class = 0, Accuracy = 1
Object Index = 3069, Result = 1, True Class = 1, Accuracy = 1
Object Index = 3070, Result = 1, True Class = 1, Accuracy = 1
Object Index = 3071, Result = 2, True Class = 2, Accuracy = 1
Object Index = 3072, Result = 0, True Class = 0, Accuracy = 1
Object Index = 3073, Result = 9, True Class = 9, Accuracy = 1
Object Index = 3074, Result = 1, True Class = 1, Accuracy = 1
Object Index = 3075, Result = 0, True Class = 0, Accuracy = 1
Object Index = 3076, Result = 8, True Class = 6, Accuracy = 0
Object Index = 3077, Result = 8, True Class = 8, Accuracy = 1
Object Index = 3078, Result = 9, True Class = 9, Accuracy = 1
Object Index = 3079, Result = 3, True Class = 9, Accuracy = 0
Object Index = 3080, Result = 5, True Class = 5, Accuracy = 1
Object Index = 3081, Result = 6, True Class = 6, Accuracy = 1
Object Index = 3082, Result = 8, True Class = 8, Accuracy = 1
Object Index = 3083, Result = 5, True Class = 5, Accuracy = 1
Object Index = 3084, Result = 6, True Class = 6, Accuracy = 1
Object Index = 3085, Result = 6, True Class = 6, Accuracy = 1
Object Index = 3086, Result = 3, True Class = 3, Accuracy = 1
Object Index = 3087, Result = 0, True Class = 0, Accuracy = 1
Object Index = 3088, Result = 2, True Class = 2, Accuracy = 1
Object Index = 3089, Result = 3, True Class = 3, Accuracy = 1
Object Index = 3090, Result = 7, True Class = 7, Accuracy = 1
Object Index = 3091, Result = 4, True Class = 4, Accuracy = 1
Object Index = 3092, Result = 8, True Class = 8, Accuracy = 1
Object Index = 3093, Result = 3, True Class = 3, Accuracy = 1
Object Index = 3094, Result = 4, True Class = 4, Accuracy = 1
Object Index = 3095, Result = 8, True Class = 6, Accuracy = 0
Object Index = 3096, Result = 0, True Class = 0, Accuracy = 1
Object Index = 3097, Result = 8, True Class = 8, Accuracy = 1
Object Index = 3098, Result = 2, True Class = 2, Accuracy = 1
Object Index = 3099, Result = 0, True Class = 0, Accuracy = 1
Object Index = 3100, Result = 6, True Class = 6, Accuracy = 1
Object Index = 3101, Result = 2, True Class = 2, Accuracy = 1
Object Index = 3102, Result = 9, True Class = 9, Accuracy = 1
Object Index = 3103, Result = 1, True Class = 1, Accuracy = 1
Object Index = 3104, Result = 0, True Class = 0, Accuracy = 1
Object Index = 3105, Result = 8, True Class = 8, Accuracy = 1
Object Index = 3106, Result = 3, True Class = 3, Accuracy = 1
Object Index = 3107, Result = 4, True Class = 4, Accuracy = 1
Object Index = 3108, Result = 3, True Class = 3, Accuracy = 1
Object Index = 3109, Result = 1, True Class = 1, Accuracy = 1
Object Index = 3110, Result = 9, True Class = 9, Accuracy = 1
Object Index = 3111, Result = 5, True Class = 5, Accuracy = 1
Object Index = 3112, Result = 7, True Class = 7, Accuracy = 1
Object Index = 3113, Result = 2, True Class = 2, Accuracy = 1
Object Index = 3114, Result = 5, True Class = 5, Accuracy = 1
Object Index = 3115, Result = 9, True Class = 9, Accuracy = 1
Object Index = 3116, Result = 6, True Class = 6, Accuracy = 1
Object Index = 3117, Result = 1, True Class = 1, Accuracy = 1
Object Index = 3118, Result = 5, True Class = 5, Accuracy = 1
Object Index = 3119, Result = 2, True Class = 2, Accuracy = 1
Object Index = 3120, Result = 0, True Class = 0, Accuracy = 1
Object Index = 3121, Result = 9, True Class = 9, Accuracy = 1
Object Index = 3122, Result = 0, True Class = 0, Accuracy = 1
